review_id,source,vader_compound,vader_pos,vader_neu,vader_neg,tb_label,tb_prob_pos,tb_prob_neg
1,apple_store,0.4215,0.259,0.741,0.0,pos,0.5517210514598779,0.4482789485401208
2,apple_store,0.0772,0.302,0.698,0.0,pos,0.5652625131209762,0.434737486879024
3,apple_store,0.0,0.0,1.0,0.0,pos,0.7507743742512512,0.24922562574874887
4,apple_store,0.9493,0.47,0.494,0.036,pos,0.5907263525916646,0.40927364740833505
5,apple_store,0.1531,0.3,0.455,0.245,neg,0.1725413191916868,0.8274586808083122
6,apple_store,0.7184,0.247,0.646,0.107,pos,0.8501823564321316,0.14981764356786922
7,apple_store,0.0,0.0,1.0,0.0,pos,0.5,0.5
8,apple_store,0.4939,0.244,0.667,0.089,neg,0.13246991676110895,0.8675300832388896
9,apple_store,0.5356,0.1,0.831,0.069,neg,0.0115301604885435,0.9884698395114363
10,apple_store,0.6705,0.607,0.171,0.222,pos,0.5752644309266679,0.4247355690733321
11,apple_store,0.6369,0.722,0.278,0.0,pos,0.50336340009173,0.49663659990827064
12,apple_store,0.9246,0.371,0.514,0.115,pos,0.825632710537643,0.1743672894623529
13,apple_store,0.8555,0.808,0.192,0.0,pos,0.6698352361942299,0.3301647638057702
14,apple_store,0.9864,0.371,0.585,0.044,pos,0.5593756666905362,0.4406243333094693
15,apple_store,0.9691,0.214,0.655,0.131,pos,0.9996798824821838,0.0003201175177920475
16,apple_store,0.7184,0.292,0.708,0.0,pos,0.7439179196380565,0.25608208036194435
17,apple_store,-0.2263,0.137,0.632,0.232,neg,0.21440175013711046,0.7855982498628895
18,apple_store,0.8316,0.524,0.476,0.0,pos,0.7609379907483105,0.23906200925168966
19,apple_store,0.9081,0.265,0.735,0.0,pos,0.9326433458647962,0.0673566541352014
20,apple_store,0.0,0.0,1.0,0.0,pos,0.868523019852293,0.13147698014770623
21,apple_store,0.9643,0.27,0.698,0.032,pos,0.983317143457094,0.016682856542919344
22,apple_store,0.921,0.767,0.233,0.0,pos,0.9164205401735418,0.0835794598264575
23,apple_store,0.3612,0.128,0.872,0.0,pos,0.543276789840903,0.45672321015909706
24,apple_store,0.0,0.0,1.0,0.0,pos,0.5880681818181818,0.4119318181818174
25,apple_store,0.4404,0.34,0.515,0.144,neg,0.44529081385102826,0.5547091861489724
26,apple_store,0.3612,0.263,0.737,0.0,pos,0.6116846381136738,0.38831536188632565
27,apple_store,0.9531,0.31,0.603,0.086,pos,0.7969744282626677,0.20302557173733246
28,apple_store,0.0,0.0,1.0,0.0,pos,0.5592948717948717,0.44070512820512814
29,apple_store,0.6705,0.524,0.476,0.0,neg,0.36983739545322747,0.6301626045467735
30,apple_store,-0.7096,0.0,0.651,0.349,pos,0.9165900468167297,0.08340995318326776
31,apple_store,0.5719,0.243,0.653,0.104,neg,0.18145583887427233,0.8185441611257274
32,apple_store,0.34,0.324,0.676,0.0,pos,0.5615931438177865,0.4384068561822138
33,apple_store,-0.3818,0.226,0.435,0.339,neg,0.25977231916958965,0.7402276808304088
34,apple_store,0.7845,0.612,0.388,0.0,pos,0.8479913080025386,0.15200869199746211
35,apple_store,0.9254,0.49,0.51,0.0,pos,0.9478305333686381,0.05216946663136329
36,apple_store,-0.296,0.0,0.833,0.167,neg,0.2853913544814782,0.7146086455185194
37,apple_store,-0.6124,0.227,0.234,0.539,neg,0.2621200829326031,0.7378799170673971
38,apple_store,0.9081,0.306,0.694,0.0,pos,0.7089565532318249,0.2910434467681821
39,apple_store,0.0,0.0,1.0,0.0,neg,0.4568965517241382,0.5431034482758623
40,apple_store,0.6249,0.506,0.494,0.0,pos,0.6211278887874941,0.378872111212506
41,apple_store,0.8225,0.657,0.169,0.174,pos,0.9356277270633635,0.06437227293663454
42,apple_store,0.3612,0.294,0.706,0.0,pos,0.6662500448219748,0.33374995517802514
43,apple_store,0.0,0.0,1.0,0.0,pos,0.7991803278688521,0.20081967213114713
44,apple_store,0.4939,0.184,0.745,0.072,pos,0.9834128680077175,0.016587131992285082
45,apple_store,-0.4767,0.0,0.78,0.22,pos,0.6744572805749888,0.3255427194250108
46,apple_store,0.8402,0.667,0.333,0.0,pos,0.7574168025153675,0.24258319748463364
47,apple_store,-0.296,0.128,0.671,0.201,pos,0.7081988885826762,0.2918011114173225
48,apple_store,0.7964,1.0,0.0,0.0,pos,0.5483305070254857,0.4516694929745142
49,apple_store,0.0772,0.098,0.814,0.088,pos,0.9125383577256063,0.08746164227439691
50,apple_store,-0.3818,0.112,0.638,0.25,neg,0.47151526541035105,0.5284847345896462
51,apple_store,0.3612,0.385,0.615,0.0,neg,0.4542730867288522,0.5457269132711481
52,apple_store,0.0,0.0,1.0,0.0,pos,0.5,0.5
53,apple_store,-0.4939,0.095,0.73,0.175,pos,0.8671797879902703,0.13282021200972813
54,apple_store,0.0258,0.139,0.728,0.132,pos,0.5893592219156932,0.41064077808430666
55,apple_store,-0.4019,0.0,0.863,0.137,pos,0.8321760204263153,0.1678239795736863
56,apple_store,0.4404,0.592,0.408,0.0,neg,0.38554001806010235,0.6144599819398976
57,apple_store,0.9118,0.354,0.646,0.0,neg,0.4308900288999558,0.569109971100042
58,apple_store,0.0,0.0,1.0,0.0,pos,0.8784392928961557,0.12156070710384444
59,apple_store,0.4404,0.592,0.408,0.0,pos,0.5634578012591146,0.43654219874088557
60,apple_store,0.6369,0.583,0.417,0.0,neg,0.35404617273579125,0.6459538272642095
61,apple_store,0.34,0.138,0.862,0.0,pos,0.698286780615667,0.3017132193843329
62,apple_store,0.6369,0.221,0.674,0.105,pos,0.9629455662272173,0.037054433772773815
63,apple_store,0.0,0.0,1.0,0.0,neg,0.48534569957170237,0.5146543004282992
64,apple_store,0.0772,0.178,0.822,0.0,pos,0.8003657005661077,0.19963429943389221
65,apple_store,-0.2023,0.0,0.877,0.123,neg,0.45486731689759397,0.5451326831024048
66,apple_store,0.4404,0.185,0.732,0.084,pos,0.9971295200362417,0.0028704799637610415
67,apple_store,0.3182,0.519,0.127,0.354,pos,0.9267241379310348,0.07327586206896547
68,apple_store,0.0,0.0,1.0,0.0,pos,0.6935483870967744,0.3064516129032258
69,apple_store,0.9179,0.519,0.481,0.0,pos,0.7112127261403999,0.28878727385959996
70,apple_store,0.6908,0.489,0.511,0.0,neg,0.0751398008204872,0.9248601991795139
71,apple_store,0.1027,0.254,0.593,0.153,neg,0.0801489341758446,0.9198510658241562
72,apple_store,0.936,0.641,0.359,0.0,pos,0.875681149533985,0.12431885046601653
73,apple_store,0.3182,0.283,0.493,0.224,pos,0.9208711921962809,0.07912880780372124
74,apple_store,0.296,0.152,0.778,0.07,pos,0.5768871753395524,0.42311282466044947
75,apple_store,0.0,0.0,1.0,0.0,neg,0.3437499999999998,0.6562499999999998
76,apple_store,-0.2484,0.173,0.654,0.173,pos,0.9986997372638158,0.0013002627361798527
77,apple_store,0.7351,0.554,0.446,0.0,pos,0.8259719739452156,0.17402802605478562
78,apple_store,0.4404,1.0,0.0,0.0,pos,0.5042265426880812,0.4957734573119189
79,apple_store,-0.7101,0.073,0.75,0.176,pos,0.9998784516111662,0.00012154838882474013
80,apple_store,0.2732,0.164,0.74,0.096,pos,0.9954229330265976,0.004577066973403188
81,apple_store,-0.4576,0.132,0.579,0.289,pos,0.8308965401466866,0.16910345985331135
82,apple_store,0.7358,0.221,0.6,0.179,pos,0.988906639585183,0.011093360414822544
83,apple_store,-0.7184,0.0,0.6,0.4,pos,0.9828051602898875,0.017194839710111806
84,apple_store,-0.9035,0.08,0.481,0.438,neg,0.36252601339687646,0.6374739866031243
85,apple_store,0.7338,0.227,0.627,0.146,neg,0.0008945666500298318,0.9991054333499625
86,apple_store,-0.296,0.0,0.645,0.355,pos,0.7539954843279623,0.24600451567203885
87,apple_store,0.0,0.0,1.0,0.0,pos,0.6037831056153627,0.39621689438463803
88,apple_store,0.8555,0.701,0.299,0.0,pos,0.5650662152217673,0.43493378477823275
89,apple_store,0.3818,0.464,0.536,0.0,neg,0.4921029157835302,0.5078970842164704
90,apple_store,0.3612,0.468,0.253,0.278,pos,0.7823374328576757,0.21766256714232426
91,apple_store,0.5106,0.266,0.611,0.122,neg,0.18037956918136375,0.8196204308186337
92,apple_store,0.8176,0.789,0.211,0.0,pos,0.7118903342074155,0.28810966579258457
93,apple_store,0.6705,0.155,0.754,0.092,pos,0.9993331346716574,0.0006668653283588279
94,apple_store,0.6249,0.55,0.45,0.0,neg,0.48346781842100733,0.5165321815789927
95,apple_store,-0.1027,0.0,0.92,0.08,pos,0.8430696331133114,0.15693036688669018
96,apple_store,-0.7579,0.0,0.86,0.14,pos,0.9898522483238383,0.010147751676159465
97,apple_store,0.0,0.0,1.0,0.0,pos,0.5592948717948719,0.440705128205128
98,apple_store,0.6369,0.677,0.323,0.0,pos,0.8026133226034713,0.1973866773965285
99,apple_store,0.9169,0.287,0.713,0.0,pos,0.9769008214369393,0.02309917856305988
100,apple_store,-0.4754,0.0,0.764,0.236,pos,0.722136310831793,0.27786368916820625
101,google_play,0.0863,0.183,0.669,0.148,pos,0.9148579860969837,0.08514201390301504
102,google_play,0.9584,0.353,0.647,0.0,pos,0.9947174727534062,0.005282527246595977
103,google_play,0.6249,0.256,0.584,0.16,pos,0.8649922238990188,0.1350077761009807
104,google_play,-0.2263,0.056,0.812,0.132,pos,0.9992557358602101,0.0007442641397987129
105,google_play,-0.5994,0.086,0.682,0.231,pos,0.9317327590539443,0.06826724094605664
106,google_play,0.5698,0.211,0.691,0.099,neg,0.014539022819940123,0.9854609771800623
107,google_play,0.6124,0.31,0.524,0.167,neg,0.3245928334481264,0.6754071665518713
108,google_play,0.9501,0.385,0.583,0.032,pos,0.9758074226501864,0.024192577349809185
109,google_play,0.6705,0.153,0.802,0.045,pos,0.8575378959556901,0.14246210404430842
110,google_play,-0.743,0.121,0.624,0.255,pos,0.9993417697358759,0.0006582302641259216
111,google_play,0.8271,0.288,0.583,0.129,pos,0.6480604337188706,0.3519395662811283
112,google_play,0.8402,0.303,0.602,0.095,neg,0.17667717240000527,0.8233228276000003
113,google_play,-0.8591,0.049,0.647,0.305,neg,0.3424842377368539,0.6575157622631449
114,google_play,0.5719,0.12,0.852,0.028,pos,0.9368714691724305,0.06312853082757039
115,google_play,0.5719,0.222,0.668,0.11,pos,0.9208634745435453,0.07913652545645862
116,google_play,0.7184,0.204,0.706,0.09,pos,0.9699387099925311,0.03006129000746737
117,google_play,0.802,0.159,0.815,0.026,pos,0.891924698980808,0.10807530101919607
118,google_play,0.7003,0.169,0.723,0.108,neg,0.01237725091683343,0.9876227490831605
119,google_play,0.6808,0.207,0.723,0.07,neg,0.40453265113727116,0.595467348862731
120,google_play,0.836,0.234,0.697,0.07,neg,0.08762107301827522,0.912378926981723
121,google_play,-0.2263,0.132,0.718,0.149,neg,0.02479266814289782,0.9752073318570993
122,google_play,0.5859,0.174,0.744,0.082,pos,0.6303424550431062,0.3696575449568881
123,google_play,-0.2682,0.103,0.755,0.143,pos,0.9977005915471211,0.0022994084528856523
124,google_play,0.9569,0.405,0.595,0.0,pos,0.6510480405252504,0.34895195947475127
125,google_play,0.9403,0.284,0.716,0.0,pos,0.9593104177127698,0.0406895822872314
126,google_play,-0.162,0.193,0.602,0.205,pos,0.901937840792643,0.09806215920735661
127,google_play,0.5267,0.153,0.72,0.127,pos,0.9928405173924075,0.0071594826075965495
128,google_play,0.8271,0.277,0.589,0.134,pos,0.9340253800851349,0.06597461991486743
129,google_play,0.7009,0.213,0.717,0.07,pos,0.9961122091151732,0.0038877908848370213
130,google_play,0.8842,0.255,0.694,0.051,neg,0.005274355624348436,0.994725644375653
131,google_play,0.6242,0.229,0.613,0.158,pos,0.9991964825398783,0.0008035174601137062
132,google_play,-0.0258,0.17,0.658,0.172,neg,0.08113465006872263,0.9188653499312861
133,google_play,-0.6096,0.126,0.689,0.185,neg,0.04452224645281997,0.955477753547186
134,google_play,0.5859,0.173,0.732,0.096,pos,0.8469008909479168,0.15309910905208007
135,google_play,0.7184,0.167,0.833,0.0,pos,0.9971199701230455,0.002880029876954891
136,google_play,-0.3818,0.187,0.599,0.215,neg,0.021617593821595865,0.9783824061784071
137,google_play,0.7964,0.231,0.703,0.067,pos,0.5257162108508071,0.47428378914919483
138,google_play,0.623,0.209,0.68,0.111,pos,0.7440288790939531,0.2559711209060396
139,google_play,0.3612,0.07,0.93,0.0,pos,0.9849549286139793,0.015045071386017945
140,google_play,0.9244,0.378,0.502,0.119,pos,0.9077797310218993,0.09222026897810301
141,google_play,0.6935,0.283,0.542,0.175,pos,0.7490305424481009,0.2509694575518953
142,google_play,0.9524,0.388,0.573,0.039,pos,0.9963787012793961,0.003621298720607643
143,google_play,0.9403,0.377,0.57,0.054,pos,0.5195431337220273,0.48045686627797884
144,google_play,-0.9301,0.104,0.563,0.333,neg,0.3801452400917361,0.619854759908269
145,google_play,0.7717,0.271,0.603,0.126,neg,0.007940986587743027,0.9920590134122642
146,google_play,-0.7778,0.094,0.68,0.226,neg,0.4249267263152907,0.5750732736847033
147,google_play,-0.296,0.214,0.568,0.218,pos,0.5024292160472552,0.497570783952738
148,google_play,0.4404,0.179,0.716,0.105,neg,0.05873799587428308,0.9412620041257169
149,google_play,0.7906,0.248,0.69,0.062,pos,0.9990321942153461,0.0009678057846475535
150,google_play,0.486,0.212,0.638,0.15,pos,0.9903063751802919,0.009693624819703355
151,google_play,0.7964,0.229,0.724,0.046,pos,0.9873462816399436,0.01265371836005476
152,google_play,0.4404,0.154,0.743,0.103,neg,0.038308889253670306,0.9616911107463292
153,google_play,0.8807,0.393,0.522,0.085,pos,0.8498558898441223,0.1501441101558796
154,google_play,0.9062,0.336,0.62,0.044,pos,0.9994663887456102,0.0005336112543864632
155,google_play,0.4939,0.199,0.703,0.098,neg,0.02641952074727422,0.9735804792527202
156,google_play,-0.2023,0.07,0.838,0.092,pos,0.5449777490349947,0.45502225096500765
157,google_play,-0.836,0.156,0.558,0.286,pos,0.5370168775041648,0.46298312249583434
158,google_play,0.93,0.394,0.544,0.062,pos,0.9854812065921476,0.01451879340785419
159,google_play,0.6124,0.147,0.802,0.052,pos,0.995779769521664,0.0042202304783372216
160,google_play,-0.4404,0.149,0.663,0.188,pos,0.9858996153786677,0.014100384621336634
161,google_play,0.4404,0.239,0.615,0.147,neg,0.4181409218758848,0.5818590781241106
162,google_play,-0.4576,0.054,0.818,0.128,neg,0.07559511357417159,0.9244048864258239
163,google_play,0.8979,0.262,0.683,0.055,pos,0.984986774836639,0.015013225163359187
164,google_play,0.3612,0.089,0.911,0.0,pos,0.9910784045614506,0.008921595438552959
165,google_play,0.891,0.261,0.739,0.0,pos,0.7912502754973846,0.20874972450262277
166,google_play,0.34,0.138,0.771,0.091,pos,0.9831983941210203,0.016801605878980254
167,google_play,0.891,0.254,0.746,0.0,pos,0.9686123862118546,0.03138761378814191
168,google_play,-0.4019,0.047,0.847,0.105,neg,0.32406042822094744,0.6759395717790535
169,google_play,0.6486,0.235,0.6,0.165,neg,0.018050514035587325,0.9819494859644121
170,google_play,0.9786,0.421,0.508,0.071,pos,0.9881062166311624,0.01189378336883856
171,google_play,0.7491,0.197,0.803,0.0,pos,0.6825052484973914,0.31749475150261136
172,google_play,0.6133,0.211,0.711,0.079,neg,0.1650056197093852,0.8349943802906143
173,google_play,0.8971,0.239,0.761,0.0,pos,0.9949575388179591,0.00504246118203261
174,google_play,0.7269,0.23,0.636,0.135,pos,0.9779426432537933,0.02205735674619947
175,google_play,-0.5423,0.0,0.87,0.13,pos,0.928836750641817,0.07116324935817953
176,google_play,0.8854,0.3,0.609,0.09,pos,0.9940100008644926,0.005989999135502035
177,google_play,0.5267,0.209,0.687,0.104,pos,0.9559582023770565,0.04404179762294073
178,google_play,-0.6205,0.194,0.539,0.266,pos,0.6100185527329379,0.38998144726705586
179,google_play,0.8957,0.288,0.672,0.04,pos,0.9681466929460927,0.03185330705390345
180,google_play,0.9217,0.312,0.578,0.11,pos,0.7938139272530417,0.2061860727469568
181,google_play,0.8225,0.27,0.627,0.103,pos,0.9135943230865458,0.08640567691346106
182,google_play,0.0516,0.118,0.769,0.113,neg,0.17684625911511623,0.8231537408848817
183,google_play,0.9186,0.344,0.607,0.05,pos,0.9613766309411085,0.03862336905888833
184,google_play,0.9506,0.415,0.542,0.043,pos,0.9952720726790012,0.004727927320999554
185,google_play,0.7351,0.25,0.638,0.112,neg,0.22135042994961016,0.7786495700503829
186,google_play,0.8126,0.245,0.755,0.0,pos,0.7255373345066145,0.27446266549338566
187,google_play,0.8882,0.307,0.633,0.061,pos,0.9931116738423456,0.006888326157657255
188,google_play,0.8402,0.248,0.642,0.109,pos,0.9263400470511495,0.07365995294884496
189,google_play,0.0772,0.186,0.653,0.161,neg,0.48728954569569405,0.5127104543042977
190,google_play,0.9719,0.39,0.549,0.061,pos,0.898017680205436,0.10198231979455752
191,google_play,0.9622,0.444,0.505,0.051,pos,0.8019713636907793,0.19802863630921758
192,google_play,-0.4767,0.17,0.616,0.214,pos,0.7337344804103092,0.2662655195896891
193,google_play,0.765,0.201,0.738,0.061,pos,0.6135476901210721,0.38645230987891904
194,google_play,0.6705,0.203,0.734,0.063,pos,0.9965512964194329,0.0034487035805719213
195,google_play,0.1531,0.131,0.75,0.119,pos,0.5028106530432108,0.49718934695678557
196,google_play,0.6712,0.255,0.582,0.163,neg,0.03510550416503511,0.9648944958349677
197,google_play,0.7944,0.283,0.679,0.039,pos,0.9518105286917301,0.048189471308274695
198,google_play,-0.128,0.154,0.701,0.145,pos,0.9985172295272047,0.0014827704727924601
199,google_play,-0.4576,0.167,0.621,0.211,pos,0.7849356515187969,0.21506434848120215
200,google_play,0.9612,0.448,0.454,0.098,pos,0.9932471110714408,0.006752888928562174
